"subject" "activity" "feature" "avg"
6 "WALKING" "fBodyAcc-energy()-Z" -0.898456558246154
6 "WALKING" "fBodyAcc-entropy()-X" -0.0702104933292308
6 "WALKING" "fBodyAcc-entropy()-Y" -0.0487029082895385
6 "WALKING" "fBodyAcc-entropy()-Z" -0.112861368833846
6 "WALKING" "fBodyAcc-iqr()-X" -0.525362836771662
6 "WALKING" "fBodyAcc-iqr()-Y" -0.512863881104615
6 "WALKING" "fBodyAcc-iqr()-Z" -0.731996256659385
6 "WALKING" "fBodyAcc-kurtosis()-X" -0.611590047564923
6 "WALKING" "fBodyAcc-kurtosis()-Y" -0.696773598463354
6 "WALKING" "fBodyAcc-kurtosis()-Z" -0.532600409584615
6 "WALKING" "fBodyAcc-mad()-X" -0.468783998490615
6 "WALKING" "fBodyAcc-mad()-Y" -0.359187866875692
6 "WALKING" "fBodyAcc-mad()-Z" -0.674659247084
6 "WALKING" "fBodyAcc-max()-X" -0.589294449637763
6 "WALKING" "fBodyAcc-max()-Y" -0.584859624098154
6 "WALKING" "fBodyAcc-max()-Z" -0.736274021569231
6 "WALKING" "fBodyAcc-maxInds-X" -0.6970719588
6 "WALKING" "fBodyAcc-maxInds-Y" -0.669128204963077
6 "WALKING" "fBodyAcc-maxInds-Z" -0.821065087701538
6 "WALKING" "fBodyAcc-mean()-X" -0.506174926221538
6 "WALKING" "fBodyAcc-mean()-Y" -0.392041410138769
6 "WALKING" "fBodyAcc-mean()-Z" -0.683725945015385
6 "WALKING" "fBodyAcc-meanFreq()-X" -0.191537066813538
6 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0590114878605846
6 "WALKING" "fBodyAcc-meanFreq()-Z" 0.113046089288708
6 "WALKING" "fBodyAcc-min()-X" -0.813643630781538
6 "WALKING" "fBodyAcc-min()-Y" -0.843512378938462
6 "WALKING" "fBodyAcc-min()-Z" -0.928586942061538
6 "WALKING" "fBodyAcc-skewness()-X" -0.269377966614769
6 "WALKING" "fBodyAcc-skewness()-Y" -0.382986895018154
6 "WALKING" "fBodyAcc-skewness()-Z" -0.3070963160156
6 "WALKING" "fBodyAcc-sma()" -0.457391092083415
6 "WALKING" "fBodyAcc-std()-X" -0.506680276530492
6 "WALKING" "fBodyAcc-std()-Y" -0.396677793847908
6 "WALKING" "fBodyAcc-std()-Z" -0.694365207233846
6 "WALKING" "fBodyAccJerk-bandsEnergy()-1,16" -0.792684927692103
6 "WALKING" "fBodyAccJerk-bandsEnergy()-1,24" -0.771787975268554
6 "WALKING" "fBodyAccJerk-bandsEnergy()-1,8" -0.852488037632
6 "WALKING" "fBodyAccJerk-bandsEnergy()-17,24" -0.815885208517128
6 "WALKING" "fBodyAccJerk-bandsEnergy()-17,32" -0.82487277507959
6 "WALKING" "fBodyAccJerk-bandsEnergy()-25,32" -0.907123656815385
6 "WALKING" "fBodyAccJerk-bandsEnergy()-25,48" -0.879655311026667
6 "WALKING" "fBodyAccJerk-bandsEnergy()-33,40" -0.915369690935385
6 "WALKING" "fBodyAccJerk-bandsEnergy()-33,48" -0.886092929003077
6 "WALKING" "fBodyAccJerk-bandsEnergy()-41,48" -0.871123844118564
6 "WALKING" "fBodyAccJerk-bandsEnergy()-49,56" -0.912781654963077
6 "WALKING" "fBodyAccJerk-bandsEnergy()-49,64" -0.914176756805128
6 "WALKING" "fBodyAccJerk-bandsEnergy()-57,64" -0.96387737332
6 "WALKING" "fBodyAccJerk-bandsEnergy()-9,16" -0.805388541052
6 "WALKING" "fBodyAccJerk-energy()-X" -0.776724928612308
6 "WALKING" "fBodyAccJerk-energy()-Y" -0.708828244805231
6 "WALKING" "fBodyAccJerk-energy()-Z" -0.920518330646154
6 "WALKING" "fBodyAccJerk-entropy()-X" -0.134206674030769
6 "WALKING" "fBodyAccJerk-entropy()-Y" -0.105931443406154
6 "WALKING" "fBodyAccJerk-entropy()-Z" -0.278051847557938
6 "WALKING" "fBodyAccJerk-iqr()-X" -0.520131207876246
6 "WALKING" "fBodyAccJerk-iqr()-Y" -0.643843339633846
6 "WALKING" "fBodyAccJerk-iqr()-Z" -0.746909039372308
6 "WALKING" "fBodyAccJerk-kurtosis()-X" -0.733498837353846
6 "WALKING" "fBodyAccJerk-kurtosis()-Y" -0.779077081396923
6 "WALKING" "fBodyAccJerk-kurtosis()-Z" -0.788694001304615
6 "WALKING" "fBodyAccJerk-mad()-X" -0.468662866097846
6 "WALKING" "fBodyAccJerk-mad()-Y" -0.470480696947385
6 "WALKING" "fBodyAccJerk-mad()-Z" -0.737262760471077
6 "WALKING" "fBodyAccJerk-max()-X" -0.649998401932308
6 "WALKING" "fBodyAccJerk-max()-Y" -0.524457172769231
6 "WALKING" "fBodyAccJerk-max()-Z" -0.775259062790769
6 "WALKING" "fBodyAccJerk-maxInds-X" -0.418461538461538
6 "WALKING" "fBodyAccJerk-maxInds-Y" -0.384615384615385
6 "WALKING" "fBodyAccJerk-maxInds-Z" -0.293661538461538
6 "WALKING" "fBodyAccJerk-mean()-X" -0.549394273848923
6 "WALKING" "fBodyAccJerk-mean()-Y" -0.503558973703692
6 "WALKING" "fBodyAccJerk-mean()-Z" -0.720867157741538
6 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.0956140259974462
6 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.305422668448923
6 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.1006823905788
6 "WALKING" "fBodyAccJerk-min()-X" -0.846211097272308
6 "WALKING" "fBodyAccJerk-min()-Y" -0.807055884584615
6 "WALKING" "fBodyAccJerk-min()-Z" -0.883182533753846
6 "WALKING" "fBodyAccJerk-skewness()-X" -0.303575520380308
6 "WALKING" "fBodyAccJerk-skewness()-Y" -0.309230599457385
6 "WALKING" "fBodyAccJerk-skewness()-Z" -0.442872250918246
6 "WALKING" "fBodyAccJerk-sma()" -0.519806871265538
6 "WALKING" "fBodyAccJerk-std()-X" -0.555346159400332
6 "WALKING" "fBodyAccJerk-std()-Y" -0.437837459287385
6 "WALKING" "fBodyAccJerk-std()-Z" -0.755751144098462
6 "WALKING" "fBodyAccMag-energy()" -0.734117229402154
6 "WALKING" "fBodyAccMag-entropy()" -0.0584206177507692
6 "WALKING" "fBodyAccMag-iqr()" -0.614433664061538
6 "WALKING" "fBodyAccMag-kurtosis()" -0.597637325353846
6 "WALKING" "fBodyAccMag-mad()" -0.503922525747705
6 "WALKING" "fBodyAccMag-max()" -0.674949116976615
6 "WALKING" "fBodyAccMag-maxInds" -0.758514588523077
6 "WALKING" "fBodyAccMag-mean()" -0.473974924380431
6 "WALKING" "fBodyAccMag-meanFreq()" 0.102346682227846
6 "WALKING" "fBodyAccMag-min()" -0.862989027371385
6 "WALKING" "fBodyAccMag-skewness()" -0.313451543906154
6 "WALKING" "fBodyAccMag-sma()" -0.473974924380431
6 "WALKING" "fBodyAccMag-std()" -0.570910289993846
6 "WALKING" "fBodyBodyAccJerkMag-energy()" -0.752953480015385
6 "WALKING" "fBodyBodyAccJerkMag-entropy()" -0.184718503458462
6 "WALKING" "fBodyBodyAccJerkMag-iqr()" -0.56986618554
6 "WALKING" "fBodyBodyAccJerkMag-kurtosis()" -0.608244930483077
6 "WALKING" "fBodyBodyAccJerkMag-mad()" -0.471746342700985
6 "WALKING" "fBodyBodyAccJerkMag-max()" -0.596138315239077
6 "WALKING" "fBodyBodyAccJerkMag-maxInds" -0.909255187538462
6 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.494882316238462
6 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0831165453227692
6 "WALKING" "fBodyBodyAccJerkMag-min()" -0.754185394957846
6 "WALKING" "fBodyBodyAccJerkMag-skewness()" -0.264206300430769
6 "WALKING" "fBodyBodyAccJerkMag-sma()" -0.494882316238462
6 "WALKING" "fBodyBodyAccJerkMag-std()" -0.516711262173969
6 "WALKING" "fBodyBodyGyroJerkMag-energy()" -0.868309331781538
6 "WALKING" "fBodyBodyGyroJerkMag-entropy()" -0.0363693625815385
6 "WALKING" "fBodyBodyGyroJerkMag-iqr()" -0.638956112924
6 "WALKING" "fBodyBodyGyroJerkMag-kurtosis()" -0.568412608083077
6 "WALKING" "fBodyBodyGyroJerkMag-mad()" -0.634492119176308
6 "WALKING" "fBodyBodyGyroJerkMag-max()" -0.689655302439077
6 "WALKING" "fBodyBodyGyroJerkMag-maxInds" -0.931330889784615
6 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.651886909221538
6 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.081817622852
6 "WALKING" "fBodyBodyGyroJerkMag-min()" -0.806951072606154
6 "WALKING" "fBodyBodyGyroJerkMag-skewness()" -0.219280069710769
6 "WALKING" "fBodyBodyGyroJerkMag-sma()" -0.651886909221538
6 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.660175875210246
6 "WALKING" "fBodyBodyGyroMag-energy()" -0.833454119357846
6 "WALKING" "fBodyBodyGyroMag-entropy()" 0.128592122446154
6 "WALKING" "fBodyBodyGyroMag-iqr()" -0.588395942956092
6 "WALKING" "fBodyBodyGyroMag-kurtosis()" -0.728848991710769
6 "WALKING" "fBodyBodyGyroMag-mad()" -0.604937543301785
6 "WALKING" "fBodyBodyGyroMag-max()" -0.717691057332308
6 "WALKING" "fBodyBodyGyroMag-maxInds" -0.866824457772308
6 "WALKING" "fBodyBodyGyroMag-mean()" -0.579130051151385
6 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.104193397607938
6 "WALKING" "fBodyBodyGyroMag-min()" -0.839223428886154
6 "WALKING" "fBodyBodyGyroMag-skewness()" -0.451367867843077
6 "WALKING" "fBodyBodyGyroMag-sma()" -0.579130051151385
6 "WALKING" "fBodyBodyGyroMag-std()" -0.657368673849846
6 "WALKING" "fBodyGyro-bandsEnergy()-1,16" -0.893412004184615
6 "WALKING" "fBodyGyro-bandsEnergy()-1,24" -0.868179718113846
6 "WALKING" "fBodyGyro-bandsEnergy()-1,8" -0.932554506594872
6 "WALKING" "fBodyGyro-bandsEnergy()-17,24" -0.81506641542359
6 "WALKING" "fBodyGyro-bandsEnergy()-17,32" -0.797174197927179
6 "WALKING" "fBodyGyro-bandsEnergy()-25,32" -0.911804489297436
6 "WALKING" "fBodyGyro-bandsEnergy()-25,48" -0.910811477525128
6 "WALKING" "fBodyGyro-bandsEnergy()-33,40" -0.91543790949641
6 "WALKING" "fBodyGyro-bandsEnergy()-33,48" -0.913261077618462
6 "WALKING" "fBodyGyro-bandsEnergy()-41,48" -0.916674285246154
6 "WALKING" "fBodyGyro-bandsEnergy()-49,56" -0.918678688283487
6 "WALKING" "fBodyGyro-bandsEnergy()-49,64" -0.935517396371282
6 "WALKING" "fBodyGyro-bandsEnergy()-57,64" -0.964322370547692
6 "WALKING" "fBodyGyro-bandsEnergy()-9,16" -0.833153774442051
6 "WALKING" "fBodyGyro-energy()-X" -0.880504042461538
6 "WALKING" "fBodyGyro-energy()-Y" -0.866866785750769
6 "WALKING" "fBodyGyro-energy()-Z" -0.848200131538462
6 "WALKING" "fBodyGyro-entropy()-X" 0.132871479356923
6 "WALKING" "fBodyGyro-entropy()-Y" 0.157715021993846
6 "WALKING" "fBodyGyro-entropy()-Z" 0.0611484148123077
6 "WALKING" "fBodyGyro-iqr()-X" -0.502106626394462
6 "WALKING" "fBodyGyro-iqr()-Y" -0.643142566794892
6 "WALKING" "fBodyGyro-iqr()-Z" -0.475901817162615
6 "WALKING" "fBodyGyro-kurtosis()-X" -0.67020305164
6 "WALKING" "fBodyGyro-kurtosis()-Y" -0.724863600378462
6 "WALKING" "fBodyGyro-kurtosis()-Z" -0.719534077461538
6 "WALKING" "fBodyGyro-mad()-X" -0.588660757031077
6 "WALKING" "fBodyGyro-mad()-Y" -0.638332560754154
6 "WALKING" "fBodyGyro-mad()-Z" -0.547712957667969
6 "WALKING" "fBodyGyro-max()-X" -0.70943808712508
6 "WALKING" "fBodyGyro-max()-Y" -0.7316321192
6 "WALKING" "fBodyGyro-max()-Z" -0.794944898646154
6 "WALKING" "fBodyGyro-maxInds-X" -0.826461537621538
6 "WALKING" "fBodyGyro-maxInds-Y" -0.632754342532308
6 "WALKING" "fBodyGyro-maxInds-Z" -0.601909814526154
6 "WALKING" "fBodyGyro-mean()-X" -0.537201442069846
6 "WALKING" "fBodyGyro-mean()-Y" -0.621188724858462
6 "WALKING" "fBodyGyro-mean()-Z" -0.507604207506462
6 "WALKING" "fBodyGyro-meanFreq()-X" 0.0289087194733538
6 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0427900206246154
6 "WALKING" "fBodyGyro-meanFreq()-Z" 0.101044783556
6 "WALKING" "fBodyGyro-min()-X" -0.908429798492308
6 "WALKING" "fBodyGyro-min()-Y" -0.873195242276923
6 "WALKING" "fBodyGyro-min()-Z" -0.887916764738461
6 "WALKING" "fBodyGyro-skewness()-X" -0.376126692672615
6 "WALKING" "fBodyGyro-skewness()-Y" -0.382270809258154
6 "WALKING" "fBodyGyro-skewness()-Z" -0.425061267747692
6 "WALKING" "fBodyGyro-sma()" -0.538877502496308
6 "WALKING" "fBodyGyro-std()-X" -0.692862440004
6 "WALKING" "fBodyGyro-std()-Y" -0.633236229753846
6 "WALKING" "fBodyGyro-std()-Z" -0.67302031484
6 "WALKING" "tBodyAcc-arCoeff()-X,1" -0.168102093854154
6 "WALKING" "tBodyAcc-arCoeff()-X,2" 0.177619909542338
6 "WALKING" "tBodyAcc-arCoeff()-X,3" -0.0301235075574462
6 "WALKING" "tBodyAcc-arCoeff()-X,4" 0.0836559828899385
6 "WALKING" "tBodyAcc-arCoeff()-Y,1" -0.0900331758864
6 "WALKING" "tBodyAcc-arCoeff()-Y,2" 0.0874170197966154
6 "WALKING" "tBodyAcc-arCoeff()-Y,3" 0.229978738453385
6 "WALKING" "tBodyAcc-arCoeff()-Y,4" -0.135779333180308
6 "WALKING" "tBodyAcc-arCoeff()-Z,1" 0.0219830392809231
6 "WALKING" "tBodyAcc-arCoeff()-Z,2" 0.0532336704303077
6 "WALKING" "tBodyAcc-arCoeff()-Z,3" 0.0858980525064308
6 "WALKING" "tBodyAcc-arCoeff()-Z,4" -0.176367270726462
6 "WALKING" "tBodyAcc-correlation()-X,Y" -0.126558502648615
6 "WALKING" "tBodyAcc-correlation()-X,Z" -0.246513669849846
6 "WALKING" "tBodyAcc-correlation()-Y,Z" 0.112372982983877
6 "WALKING" "tBodyAcc-energy()-X" -0.738697140396308
6 "WALKING" "tBodyAcc-energy()-Y" -0.854093671384615
6 "WALKING" "tBodyAcc-energy()-Z" -0.908105173538462
6 "WALKING" "tBodyAcc-entropy()-X" -0.0707470696049231
6 "WALKING" "tBodyAcc-entropy()-Y" -0.0189952273910769
6 "WALKING" "tBodyAcc-entropy()-Z" -0.152465731317538
6 "WALKING" "tBodyAcc-iqr()-X" -0.616390698625846
6 "WALKING" "tBodyAcc-iqr()-Y" -0.566693975347385
6 "WALKING" "tBodyAcc-iqr()-Z" -0.688043361904615
6 "WALKING" "tBodyAcc-mad()-X" -0.540118251305108
6 "WALKING" "tBodyAcc-mad()-Y" -0.395514397426154
6 "WALKING" "tBodyAcc-mad()-Z" -0.674839016569231
6 "WALKING" "tBodyAcc-max()-X" -0.344451076048923
6 "WALKING" "tBodyAcc-max()-Y" -0.212445262262585
6 "WALKING" "tBodyAcc-max()-Z" -0.576883291249231
6 "WALKING" "tBodyAcc-mean()-X" 0.272376614181538
6 "WALKING" "tBodyAcc-mean()-Y" -0.0175697042641846
6 "WALKING" "tBodyAcc-mean()-Z" -0.11599454136
6 "WALKING" "tBodyAcc-min()-X" 0.427462183598769
6 "WALKING" "tBodyAcc-min()-Y" 0.282534472614154
6 "WALKING" "tBodyAcc-min()-Z" 0.613622803856
6 "WALKING" "tBodyAcc-sma()" -0.480941055469846
6 "WALKING" "tBodyAcc-std()-X" -0.505086085072062
6 "WALKING" "tBodyAcc-std()-Y" -0.368403670137262
6 "WALKING" "tBodyAcc-std()-Z" -0.672512004586708
6 "WALKING" "tBodyAccJerk-arCoeff()-X,1" -0.164031469907385
6 "WALKING" "tBodyAccJerk-arCoeff()-X,2" 0.226026785703692
6 "WALKING" "tBodyAccJerk-arCoeff()-X,3" 0.0820612318209231
6 "WALKING" "tBodyAccJerk-arCoeff()-X,4" 0.147930538036831
6 "WALKING" "tBodyAccJerk-arCoeff()-Y,1" -0.139535672326277
6 "WALKING" "tBodyAccJerk-arCoeff()-Y,2" 0.0821813006224615
6 "WALKING" "tBodyAccJerk-arCoeff()-Y,3" 0.274421393761846
6 "WALKING" "tBodyAccJerk-arCoeff()-Y,4" 0.334438365843354
6 "WALKING" "tBodyAccJerk-arCoeff()-Z,1" -0.0136751724583692
6 "WALKING" "tBodyAccJerk-arCoeff()-Z,2" 0.158981063671385
6 "WALKING" "tBodyAccJerk-arCoeff()-Z,3" 0.0224433955283077
6 "WALKING" "tBodyAccJerk-arCoeff()-Z,4" 0.274304682403077
6 "WALKING" "tBodyAccJerk-correlation()-X,Y" -0.105030174090462
6 "WALKING" "tBodyAccJerk-correlation()-X,Z" -0.176451719238185
6 "WALKING" "tBodyAccJerk-correlation()-Y,Z" 0.126975393173292
6 "WALKING" "tBodyAccJerk-energy()-X" -0.776984148796923
6 "WALKING" "tBodyAccJerk-energy()-Y" -0.708690176762769
6 "WALKING" "tBodyAccJerk-energy()-Z" -0.920503912153846
6 "WALKING" "tBodyAccJerk-entropy()-X" 0.0452559889381538
6 "WALKING" "tBodyAccJerk-entropy()-Y" 0.0758479684523077
6 "WALKING" "tBodyAccJerk-entropy()-Z" -0.0364074404246154
6 "WALKING" "tBodyAccJerk-iqr()-X" -0.520657923779385
6 "WALKING" "tBodyAccJerk-iqr()-Y" -0.535561128518461
6 "WALKING" "tBodyAccJerk-iqr()-Z" -0.750521770936
6 "WALKING" "tBodyAccJerk-mad()-X" -0.532482808216954
6 "WALKING" "tBodyAccJerk-mad()-Y" -0.436433218708615
6 "WALKING" "tBodyAccJerk-mad()-Z" -0.734527082598523
6 "WALKING" "tBodyAccJerk-max()-X" -0.598244478037846
6 "WALKING" "tBodyAccJerk-max()-Y" -0.666427732861538
6 "WALKING" "tBodyAccJerk-max()-Z" -0.782767167180308
6 "WALKING" "tBodyAccJerk-mean()-X" 0.0813833604034769
6 "WALKING" "tBodyAccJerk-mean()-Y" 0.000479281129661539
6 "WALKING" "tBodyAccJerk-mean()-Z" -0.00225896302076923
6 "WALKING" "tBodyAccJerk-min()-X" 0.480955839891077
6 "WALKING" "tBodyAccJerk-min()-Y" 0.552497227966769
6 "WALKING" "tBodyAccJerk-min()-Z" 0.714442071519385
6 "WALKING" "tBodyAccJerk-sma()" -0.550680374889538
6 "WALKING" "tBodyAccJerk-std()-X" -0.531468310262154
6 "WALKING" "tBodyAccJerk-std()-Y" -0.454437496885815
6 "WALKING" "tBodyAccJerk-std()-Z" -0.738955207627692
6 "WALKING" "tBodyAccJerkMag-arCoeff()1" 0.0427347169713846
6 "WALKING" "tBodyAccJerkMag-arCoeff()2" -0.0111565408428308
6 "WALKING" "tBodyAccJerkMag-arCoeff()3" -0.0718511585516923
6 "WALKING" "tBodyAccJerkMag-arCoeff()4" -0.0325159345524923
6 "WALKING" "tBodyAccJerkMag-energy()" -0.779664102861538
6 "WALKING" "tBodyAccJerkMag-entropy()" 0.108534989025538
6 "WALKING" "tBodyAccJerkMag-iqr()" -0.604250788960923
6 "WALKING" "tBodyAccJerkMag-mad()" -0.532532133202462
6 "WALKING" "tBodyAccJerkMag-max()" -0.502934555129846
6 "WALKING" "tBodyAccJerkMag-mean()" -0.551413652396923
6 "WALKING" "tBodyAccJerkMag-min()" -0.755835325012308
6 "WALKING" "tBodyAccJerkMag-sma()" -0.551413652396923
6 "WALKING" "tBodyAccJerkMag-std()" -0.502935062310769
6 "WALKING" "tBodyAccMag-arCoeff()1" -0.0530710597236308
6 "WALKING" "tBodyAccMag-arCoeff()2" 0.0330490772204615
6 "WALKING" "tBodyAccMag-arCoeff()3" 0.00910325812092308
6 "WALKING" "tBodyAccMag-arCoeff()4" -0.0309695179415385
6 "WALKING" "tBodyAccMag-energy()" -0.699856876316923
6 "WALKING" "tBodyAccMag-entropy()" 0.260063328902154
6 "WALKING" "tBodyAccMag-iqr()" -0.607521851855385
6 "WALKING" "tBodyAccMag-mad()" -0.542147394119077
6 "WALKING" "tBodyAccMag-max()" -0.458074965078154
6 "WALKING" "tBodyAccMag-mean()" -0.464770006998123
6 "WALKING" "tBodyAccMag-min()" -0.820724582184615
6 "WALKING" "tBodyAccMag-sma()" -0.464770006998123
6 "WALKING" "tBodyAccMag-std()" -0.483790606354154
6 "WALKING" "tBodyGyro-arCoeff()-X,1" -0.222442396276615
6 "WALKING" "tBodyGyro-arCoeff()-X,2" 0.211078844116083
6 "WALKING" "tBodyGyro-arCoeff()-X,3" 0.0740934437987692
6 "WALKING" "tBodyGyro-arCoeff()-X,4" -0.096681361708
6 "WALKING" "tBodyGyro-arCoeff()-Y,1" -0.253303453749846
6 "WALKING" "tBodyGyro-arCoeff()-Y,2" 0.270749844002769
6 "WALKING" "tBodyGyro-arCoeff()-Y,3" -0.0708982910343385
6 "WALKING" "tBodyGyro-arCoeff()-Y,4" 0.114734944802677
6 "WALKING" "tBodyGyro-arCoeff()-Z,1" -0.0437027405999692
6 "WALKING" "tBodyGyro-arCoeff()-Z,2" 0.103385144702308
6 "WALKING" "tBodyGyro-arCoeff()-Z,3" 0.0242650935590462
6 "WALKING" "tBodyGyro-arCoeff()-Z,4" 0.0823385433270769
6 "WALKING" "tBodyGyro-correlation()-X,Y" -0.207799822153446
6 "WALKING" "tBodyGyro-correlation()-X,Z" -0.0484358623328615
6 "WALKING" "tBodyGyro-correlation()-Y,Z" -0.180886790116062
6 "WALKING" "tBodyGyro-energy()-X" -0.868958838369231
6 "WALKING" "tBodyGyro-energy()-Y" -0.866088344396923
6 "WALKING" "tBodyGyro-energy()-Z" -0.854659536153846
6 "WALKING" "tBodyGyro-entropy()-X" -0.0906246279975385
6 "WALKING" "tBodyGyro-entropy()-Y" -0.00233479294670769
6 "WALKING" "tBodyGyro-entropy()-Z" -0.0103275901519385
6 "WALKING" "tBodyGyro-iqr()-X" -0.674803694774154
6 "WALKING" "tBodyGyro-iqr()-Y" -0.695455489364923
6 "WALKING" "tBodyGyro-iqr()-Z" -0.723100223049231
6 "WALKING" "tBodyGyro-mad()-X" -0.665463347286154
6 "WALKING" "tBodyGyro-mad()-Y" -0.651662780873538
6 "WALKING" "tBodyGyro-mad()-Z" -0.635529400888615
6 "WALKING" "tBodyGyro-max()-X" -0.580098038556308
6 "WALKING" "tBodyGyro-max()-Y" -0.670465273298462
6 "WALKING" "tBodyGyro-max()-Z" -0.314420151468
6 "WALKING" "tBodyGyro-mean()-X" -0.0433611785374462
6 "WALKING" "tBodyGyro-mean()-Y" -0.0706129097498462
6 "WALKING" "tBodyGyro-mean()-Z" 0.0973130293888923
6 "WALKING" "tBodyGyro-min()-X" 0.541610396388923
6 "WALKING" "tBodyGyro-min()-Y" 0.671894373827692
6 "WALKING" "tBodyGyro-min()-Z" 0.498927712991385
6 "WALKING" "tBodyGyro-sma()" -0.546210726643181
6 "WALKING" "tBodyGyro-std()-X" -0.653800660041538
6 "WALKING" "tBodyGyro-std()-Y" -0.626252072652308
6 "WALKING" "tBodyGyro-std()-Z" -0.599910232855692
6 "WALKING" "tBodyGyroJerk-arCoeff()-X,1" -0.0868731932117231
6 "WALKING" "tBodyGyroJerk-arCoeff()-X,2" 0.147323699073723
6 "WALKING" "tBodyGyroJerk-arCoeff()-X,3" 0.164799361709662
6 "WALKING" "tBodyGyroJerk-arCoeff()-X,4" 0.195454324481363
6 "WALKING" "tBodyGyroJerk-arCoeff()-Y,1" -0.237446020464062
6 "WALKING" "tBodyGyroJerk-arCoeff()-Y,2" 0.303443840046154
6 "WALKING" "tBodyGyroJerk-arCoeff()-Y,3" 0.0956570719172431
6 "WALKING" "tBodyGyroJerk-arCoeff()-Y,4" 0.126353098818646
6 "WALKING" "tBodyGyroJerk-arCoeff()-Z,1" -0.0226117541839385
6 "WALKING" "tBodyGyroJerk-arCoeff()-Z,2" 0.149847524151415
6 "WALKING" "tBodyGyroJerk-arCoeff()-Z,3" 0.141456409941569
6 "WALKING" "tBodyGyroJerk-arCoeff()-Z,4" 0.127199173128769
6 "WALKING" "tBodyGyroJerk-correlation()-X,Y" -0.118126078708985
6 "WALKING" "tBodyGyroJerk-correlation()-X,Z" -0.0458112449553846
6 "WALKING" "tBodyGyroJerk-correlation()-Y,Z" -0.203990054925538
6 "WALKING" "tBodyGyroJerk-energy()-X" -0.790411731122154
6 "WALKING" "tBodyGyroJerk-energy()-Y" -0.890707067510769
6 "WALKING" "tBodyGyroJerk-energy()-Z" -0.768602810646154
6 "WALKING" "tBodyGyroJerk-entropy()-X" 0.215963245300308
6 "WALKING" "tBodyGyroJerk-entropy()-Y" 0.239758782090246
6 "WALKING" "tBodyGyroJerk-entropy()-Z" 0.171358130337538
6 "WALKING" "tBodyGyroJerk-iqr()-X" -0.558383308729046
6 "WALKING" "tBodyGyroJerk-iqr()-Y" -0.712229528076923
6 "WALKING" "tBodyGyroJerk-iqr()-Z" -0.614990498248492
6 "WALKING" "tBodyGyroJerk-mad()-X" -0.546114770441969
6 "WALKING" "tBodyGyroJerk-mad()-Y" -0.693794136944923
6 "WALKING" "tBodyGyroJerk-mad()-Z" -0.557891400174462
6 "WALKING" "tBodyGyroJerk-max()-X" -0.564618809251692
6 "WALKING" "tBodyGyroJerk-max()-Y" -0.724152080083077
6 "WALKING" "tBodyGyroJerk-max()-Z" -0.538113948775385
6 "WALKING" "tBodyGyroJerk-mean()-X" -0.0829159966093231
6 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0454921005615385
6 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0533610323667692
6 "WALKING" "tBodyGyroJerk-min()-X" 0.585405835827692
6 "WALKING" "tBodyGyroJerk-min()-Y" 0.732975555833846
6 "WALKING" "tBodyGyroJerk-min()-Z" 0.568986067837231
6 "WALKING" "tBodyGyroJerk-sma()" -0.621869175962615
6 "WALKING" "tBodyGyroJerk-std()-X" -0.546009968372308
6 "WALKING" "tBodyGyroJerk-std()-Y" -0.677635980501539
6 "WALKING" "tBodyGyroJerk-std()-Z" -0.526908306306892
6 "WALKING" "tBodyGyroJerkMag-arCoeff()1" 0.333075901421231
6 "WALKING" "tBodyGyroJerkMag-arCoeff()2" -0.226508891737231
6 "WALKING" "tBodyGyroJerkMag-arCoeff()3" -0.182640439392585
6 "WALKING" "tBodyGyroJerkMag-arCoeff()4" -0.0325382515803077
6 "WALKING" "tBodyGyroJerkMag-energy()" -0.852886269430769
6 "WALKING" "tBodyGyroJerkMag-entropy()" 0.364964788729538
6 "WALKING" "tBodyGyroJerkMag-iqr()" -0.682578275590769
6 "WALKING" "tBodyGyroJerkMag-mad()" -0.665048596243385
6 "WALKING" "tBodyGyroJerkMag-max()" -0.659189286262154
6 "WALKING" "tBodyGyroJerkMag-mean()" -0.621936158532308
6 "WALKING" "tBodyGyroJerkMag-min()" -0.705868899206154
6 "WALKING" "tBodyGyroJerkMag-sma()" -0.621936158532308
6 "WALKING" "tBodyGyroJerkMag-std()" -0.644474485460492
6 "WALKING" "tBodyGyroMag-arCoeff()1" 0.109732522827692
6 "WALKING" "tBodyGyroMag-arCoeff()2" -0.151958186052062
6 "WALKING" "tBodyGyroMag-arCoeff()3" 0.134516454338462
6 "WALKING" "tBodyGyroMag-arCoeff()4" -0.110977092557034
6 "WALKING" "tBodyGyroMag-energy()" -0.796350925006154
6 "WALKING" "tBodyGyroMag-entropy()" 0.330293524876308
